,Unnamed: 0,Elapsed Time,Date,System UTC Time,Time,Groundspeed,Airspeed(Ind),Airspeed(True),Fuel Weight,Gross Weight,Fuel Flow-[0],Fuel Flow-[1],Fuel Pressure-[0],Fuel Pressure-[1],Oil Pressure-[0],Oil Pressure-[1],Oil Temp,Engine Temp-[0],Engine Temp-[1],Engine Torque (N1),Engine Torque (N2),Engine speeds (N1)-[0],Engine speeds (N1)-[1],Engine speeds (N2)-[0],Engine speeds (N2)-[1],Engine speeds (NP2)-[0],Engine speeds (NP2)-[1],Engine speeds (NP1)-[0],Engine speeds (NP1)-[1],Rotor RPM-[0],Rotor RPM Value-[0],Rotor RPM Value-[1],Rotor Torque-[0],T5 Temp ITT-[0],T5 Temp ITT-[1],Unnamed: 34,image_path
306,6413,1132.126,01/01/2022,18:49:20.9,1215.357 ,209.713 ,107,209.713 ,913.999 ,9106.892 ,0.041 ,0.041 ,30.000 ,30.000 ,109.823 ,109.823 ,32.000 ,949.075 ,949.075 ,0.000 ,0.000 ,83.174 ,83.174 ,99.914 ,99.914 ,106.908 ,106.908 ,106.908 ,106.908 ,106.908 ,32.748 ,192.637 ,18.335 ,509.486 ,509.486 ,,545_2022-01-01 13-30-31.mp4.jpeg
307,6417,1132.830,01/01/2022,18:49:21.6,1216.060 ,208.474 ,107,208.474 ,913.999 ,9106.892 ,0.041 ,0.041 ,30.000 ,30.000 ,109.933 ,109.933 ,32.000 ,953.029 ,953.029 ,0.000 ,0.000 ,83.509 ,83.509 ,99.827 ,99.827 ,106.815 ,106.815 ,106.815 ,106.815 ,106.815 ,32.720 ,192.472 ,19.062 ,511.683 ,511.683 ,,547_2022-01-01 13-30-31.mp4.jpeg
308,6426,1134.436,01/01/2022,18:49:23.2,1217.666 ,206.078 ,105,206.078 ,913.999 ,9106.892 ,0.044 ,0.044 ,30.000 ,30.000 ,110.281 ,110.281 ,32.000 ,965.267 ,965.267 ,0.000 ,0.000 ,84.573 ,84.573 ,99.726 ,99.726 ,106.707 ,106.707 ,106.707 ,106.707 ,106.707 ,32.687 ,192.277 ,21.537 ,518.482 ,518.482 ,,552_2022-01-01 13-30-31.mp4.jpeg
309,6428,1134.787,01/01/2022,18:49:23.6,1218.018 ,205.643 ,105,205.643 ,913.999 ,9106.892 ,0.045 ,0.045 ,30.000 ,30.000 ,110.379 ,110.379 ,32.000 ,968.857 ,968.857 ,0.000 ,0.000 ,84.876 ,84.876 ,99.696 ,99.696 ,106.675 ,106.675 ,106.675 ,106.675 ,106.675 ,32.677 ,192.220 ,22.265 ,520.476 ,520.476 ,,553_2022-01-01 13-30-31.mp4.jpeg
310,6430,1135.149,01/01/2022,18:49:23.9,1218.379 ,205.246 ,105,205.246 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,110.486 ,110.486 ,32.000 ,972.809 ,972.809 ,0.000 ,0.000 ,85.205 ,85.205 ,99.676 ,99.676 ,106.654 ,106.654 ,106.654 ,106.654 ,106.654 ,32.671 ,192.183 ,23.051 ,522.672 ,522.672 ,,554_2022-01-01 13-30-31.mp4.jpeg
311,6434,1135.878,01/01/2022,18:49:24.6,1219.109 ,204.559 ,104,204.559 ,913.999 ,9106.892 ,0.047 ,0.047 ,30.000 ,30.000 ,110.702 ,110.702 ,32.000 ,980.986 ,980.986 ,0.000 ,0.000 ,85.873 ,85.873 ,99.682 ,99.682 ,106.660 ,106.660 ,106.660 ,106.660 ,106.660 ,32.673 ,192.197 ,24.664 ,527.214 ,527.214 ,,556_2022-01-01 13-30-31.mp4.jpeg
312,6437,1136.409,01/01/2022,18:49:25.2,1219.639 ,204.164 ,104,204.164 ,913.999 ,9106.892 ,0.049 ,0.049 ,30.000 ,30.000 ,110.842 ,110.842 ,32.000 ,986.429 ,986.429 ,0.000 ,0.000 ,86.306 ,86.306 ,99.712 ,99.712 ,106.692 ,106.692 ,106.692 ,106.692 ,106.692 ,32.683 ,192.255 ,25.752 ,530.238 ,530.238 ,,558_2022-01-01 13-30-31.mp4.jpeg
313,6441,1137.123,01/01/2022,18:49:25.9,1220.354 ,203.774 ,104,203.774 ,913.999 ,9106.892 ,0.050 ,0.050 ,30.000 ,30.000 ,111.009 ,111.009 ,32.000 ,993.179 ,993.179 ,0.000 ,0.000 ,86.827 ,86.827 ,99.733 ,99.733 ,106.714 ,106.714 ,106.714 ,106.714 ,106.714 ,32.690 ,192.292 ,27.151 ,533.988 ,533.988 ,,560_2022-01-01 13-30-31.mp4.jpeg
314,6445,1137.833,01/01/2022,18:49:26.6,1221.064 ,203.547 ,103,203.547 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,111.178 ,111.178 ,32.000 ,1000.346 ,1000.346 ,0.000 ,0.000 ,87.358 ,87.358 ,99.716 ,99.716 ,106.696 ,106.696 ,106.696 ,106.696 ,106.696 ,32.684 ,192.258 ,28.628 ,537.970 ,537.970 ,,562_2022-01-01 13-30-31.mp4.jpeg
315,6454,1139.422,01/01/2022,18:49:28.2,1222.652 ,203.587 ,103,203.587 ,913.999 ,9106.892 ,0.055 ,0.055 ,30.000 ,30.000 ,111.568 ,111.568 ,32.000 ,1018.021 ,1018.021 ,0.000 ,0.000 ,88.589 ,88.589 ,99.730 ,99.730 ,106.711 ,106.711 ,106.711 ,106.711 ,106.711 ,32.689 ,192.287 ,32.104 ,547.789 ,547.789 ,,567_2022-01-01 13-30-31.mp4.jpeg
316,6458,1140.136,01/01/2022,18:49:28.9,1223.367 ,203.843 ,103,203.843 ,913.999 ,9106.892 ,0.057 ,0.057 ,30.000 ,30.000 ,111.719 ,111.719 ,32.000 ,1025.354 ,1025.354 ,0.000 ,0.000 ,89.071 ,89.071 ,99.748 ,99.748 ,106.730 ,106.730 ,106.730 ,106.730 ,106.730 ,32.695 ,192.321 ,33.552 ,551.864 ,551.864 ,,569_2022-01-01 13-30-31.mp4.jpeg
317,6460,1140.495,01/01/2022,18:49:29.3,1223.725 ,204.022 ,103,204.022 ,913.999 ,9106.892 ,0.058 ,0.058 ,30.000 ,30.000 ,111.793 ,111.793 ,32.000 ,1029.014 ,1029.014 ,0.000 ,0.000 ,89.306 ,89.306 ,99.749 ,99.749 ,106.732 ,106.732 ,106.732 ,106.732 ,106.732 ,32.695 ,192.324 ,34.269 ,553.897 ,553.897 ,,570_2022-01-01 13-30-31.mp4.jpeg
318,6462,1140.844,01/01/2022,18:49:29.6,1224.075 ,204.230 ,103,204.230 ,913.999 ,9106.892 ,0.059 ,0.059 ,30.000 ,30.000 ,111.864 ,111.864 ,32.000 ,1032.618 ,1032.618 ,0.000 ,0.000 ,89.535 ,89.535 ,99.748 ,99.748 ,106.731 ,106.731 ,106.731 ,106.731 ,106.731 ,32.695 ,192.322 ,34.989 ,555.899 ,555.899 ,,571_2022-01-01 13-30-31.mp4.jpeg
319,6466,1141.572,01/01/2022,18:49:30.3,1224.803 ,204.760 ,104,204.760 ,913.999 ,9106.892 ,0.060 ,0.060 ,30.000 ,30.000 ,112.012 ,112.012 ,32.000 ,1040.258 ,1040.258 ,0.000 ,0.000 ,90.009 ,90.009 ,99.756 ,99.756 ,106.739 ,106.739 ,106.739 ,106.739 ,106.739 ,32.698 ,192.339 ,36.463 ,560.143 ,560.143 ,,573_2022-01-01 13-30-31.mp4.jpeg
320,6471,1142.468,01/01/2022,18:49:31.2,1225.699 ,205.588 ,104,205.588 ,913.999 ,9106.892 ,0.062 ,0.062 ,30.000 ,30.000 ,112.180 ,112.180 ,32.000 ,1049.279 ,1049.279 ,0.000 ,0.000 ,90.548 ,90.548 ,99.772 ,99.772 ,106.756 ,106.756 ,106.756 ,106.756 ,106.756 ,32.703 ,192.368 ,38.196 ,565.155 ,565.155 ,,576_2022-01-01 13-30-31.mp4.jpeg
321,6473,1142.815,01/01/2022,18:49:31.6,1226.045 ,205.954 ,104,205.954 ,913.999 ,9106.892 ,0.063 ,0.063 ,30.000 ,30.000 ,112.241 ,112.241 ,32.000 ,1052.669 ,1052.669 ,0.000 ,0.000 ,90.746 ,90.746 ,99.777 ,99.777 ,106.762 ,106.762 ,106.762 ,106.762 ,106.762 ,32.704 ,192.378 ,38.850 ,567.039 ,567.039 ,,577_2022-01-01 13-30-31.mp4.jpeg
322,6475,1143.164,01/01/2022,18:49:31.9,1226.394 ,206.347 ,104,206.347 ,913.999 ,9106.892 ,0.064 ,0.064 ,30.000 ,30.000 ,112.301 ,112.301 ,32.000 ,1056.008 ,1056.008 ,0.000 ,0.000 ,90.939 ,90.939 ,99.782 ,99.782 ,106.767 ,106.767 ,106.767 ,106.767 ,106.767 ,32.706 ,192.387 ,39.503 ,568.893 ,568.893 ,,578_2022-01-01 13-30-31.mp4.jpeg
323,6477,1143.519,01/01/2022,18:49:32.3,1226.749 ,206.777 ,104,206.777 ,913.999 ,9106.892 ,0.064 ,0.064 ,30.000 ,30.000 ,112.362 ,112.362 ,32.000 ,1059.490 ,1059.490 ,0.000 ,0.000 ,91.139 ,91.139 ,99.777 ,99.777 ,106.762 ,106.762 ,106.762 ,106.762 ,106.762 ,32.704 ,192.378 ,40.194 ,570.828 ,570.828 ,,579_2022-01-01 13-30-31.mp4.jpeg
324,6479,1143.864,01/01/2022,18:49:32.6,1227.095 ,207.220 ,105,207.220 ,913.999 ,9106.892 ,0.065 ,0.065 ,30.000 ,30.000 ,112.424 ,112.424 ,32.000 ,1062.994 ,1062.994 ,0.000 ,0.000 ,91.339 ,91.339 ,99.776 ,99.776 ,106.760 ,106.760 ,106.760 ,106.760 ,106.760 ,32.704 ,192.375 ,40.859 ,572.775 ,572.775 ,,580_2022-01-01 13-30-31.mp4.jpeg
325,6482,1144.398,01/01/2022,18:49:33.2,1227.629 ,207.951 ,105,207.951 ,913.999 ,9106.892 ,0.066 ,0.066 ,30.000 ,30.000 ,112.513 ,112.513 ,32.000 ,1068.249 ,1068.249 ,0.000 ,0.000 ,91.630 ,91.630 ,99.797 ,99.797 ,106.782 ,106.782 ,106.782 ,106.782 ,106.782 ,32.711 ,192.418 ,41.829 ,575.694 ,575.694 ,,582_2022-01-01 13-30-31.mp4.jpeg
326,6486,1145.098,01/01/2022,18:49:33.9,1228.329 ,208.984 ,105,208.984 ,913.999 ,9106.892 ,0.068 ,0.068 ,30.000 ,30.000 ,112.615 ,112.615 ,32.000 ,1074.364 ,1074.364 ,0.000 ,0.000 ,91.960 ,91.960 ,99.809 ,99.809 ,106.796 ,106.796 ,106.796 ,106.796 ,106.796 ,32.715 ,192.439 ,43.025 ,579.091 ,579.091 ,,584_2022-01-01 13-30-31.mp4.jpeg
327,6488,1145.452,01/01/2022,18:49:34.2,1228.683 ,209.540 ,106,209.540 ,913.999 ,9106.892 ,0.068 ,0.068 ,30.000 ,30.000 ,112.667 ,112.667 ,32.000 ,1077.550 ,1077.550 ,0.000 ,0.000 ,92.132 ,92.132 ,99.806 ,99.806 ,106.792 ,106.792 ,106.792 ,106.792 ,106.792 ,32.713 ,192.432 ,43.662 ,580.861 ,580.861 ,,585_2022-01-01 13-30-31.mp4.jpeg
328,6490,1145.803,01/01/2022,18:49:34.6,1229.034 ,210.107 ,106,210.107 ,913.999 ,9106.892 ,0.069 ,0.069 ,30.000 ,30.000 ,112.721 ,112.721 ,32.000 ,1080.817 ,1080.817 ,0.000 ,0.000 ,92.308 ,92.308 ,99.804 ,99.804 ,106.790 ,106.790 ,106.790 ,106.790 ,106.790 ,32.713 ,192.430 ,44.277 ,582.676 ,582.676 ,,586_2022-01-01 13-30-31.mp4.jpeg
329,6492,1146.167,01/01/2022,18:49:34.9,1229.398 ,210.716 ,106,210.716 ,913.999 ,9106.892 ,0.070 ,0.070 ,30.000 ,30.000 ,112.775 ,112.775 ,32.000 ,1084.170 ,1084.170 ,0.000 ,0.000 ,92.486 ,92.486 ,99.805 ,99.805 ,106.791 ,106.791 ,106.791 ,106.791 ,106.791 ,32.713 ,192.431 ,44.939 ,584.539 ,584.539 ,,587_2022-01-01 13-30-31.mp4.jpeg
330,6494,1146.528,01/01/2022,18:49:35.3,1229.758 ,211.337 ,106,211.337 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,112.828 ,112.828 ,32.000 ,1087.472 ,1087.472 ,0.000 ,0.000 ,92.658 ,92.658 ,99.814 ,99.814 ,106.801 ,106.801 ,106.801 ,106.801 ,106.801 ,32.717 ,192.451 ,45.544 ,586.373 ,586.373 ,,588_2022-01-01 13-30-31.mp4.jpeg
331,6503,1148.125,01/01/2022,18:49:36.9,1231.356 ,214.274 ,108,214.274 ,913.999 ,9106.892 ,0.073 ,0.073 ,30.000 ,30.000 ,113.006 ,113.006 ,32.000 ,1099.171 ,1099.171 ,0.000 ,0.000 ,93.245 ,93.245 ,99.846 ,99.846 ,106.835 ,106.835 ,106.835 ,106.835 ,106.835 ,32.727 ,192.510 ,47.805 ,592.873 ,592.873 ,,593_2022-01-01 13-30-31.mp4.jpeg
332,6507,1148.859,01/01/2022,18:49:37.6,1232.089 ,215.705 ,108,215.705 ,913.999 ,9106.892 ,0.074 ,0.074 ,30.000 ,30.000 ,113.089 ,113.089 ,32.000 ,1104.666 ,1104.666 ,0.000 ,0.000 ,93.519 ,93.519 ,99.863 ,99.863 ,106.853 ,106.853 ,106.853 ,106.853 ,106.853 ,32.733 ,192.544 ,48.837 ,595.926 ,595.926 ,,595_2022-01-01 13-30-31.mp4.jpeg
333,6514,1150.107,01/01/2022,18:49:38.9,1233.338 ,218.127 ,110,218.127 ,913.999 ,9106.892 ,0.075 ,0.075 ,30.000 ,30.000 ,113.122 ,113.122 ,32.000 ,1107.775 ,1107.775 ,0.000 ,0.000 ,93.624 ,93.624 ,100.024 ,100.024 ,107.026 ,107.026 ,107.026 ,107.026 ,107.026 ,32.786 ,192.858 ,49.156 ,597.653 ,597.653 ,,575_2022-01-01 13-30-31.mp4.jpeg
334,6514,1150.107,01/01/2022,18:49:38.9,1233.338 ,218.127 ,110,218.127 ,913.999 ,9106.892 ,0.075 ,0.075 ,30.000 ,30.000 ,113.122 ,113.122 ,32.000 ,1107.775 ,1107.775 ,0.000 ,0.000 ,93.624 ,93.624 ,100.024 ,100.024 ,107.026 ,107.026 ,107.026 ,107.026 ,107.026 ,32.786 ,192.858 ,49.156 ,597.653 ,597.653 ,,599_2022-01-01 13-30-31.mp4.jpeg
335,6518,1150.829,01/01/2022,18:49:39.6,1234.060 ,219.465 ,110,219.465 ,913.999 ,9106.892 ,0.074 ,0.074 ,30.000 ,30.000 ,113.089 ,113.089 ,32.000 ,1106.034 ,1106.034 ,0.000 ,0.000 ,93.518 ,93.518 ,100.092 ,100.092 ,107.099 ,107.099 ,107.099 ,107.099 ,107.099 ,32.808 ,192.988 ,48.725 ,596.686 ,596.686 ,,601_2022-01-01 13-30-31.mp4.jpeg
336,6527,1152.449,01/01/2022,18:49:41.2,1235.679 ,222.165 ,112,222.165 ,913.999 ,9106.892 ,0.073 ,0.073 ,30.000 ,30.000 ,112.976 ,112.976 ,32.000 ,1098.980 ,1098.980 ,0.000 ,0.000 ,93.143 ,93.143 ,100.225 ,100.225 ,107.241 ,107.241 ,107.241 ,107.241 ,107.241 ,32.852 ,193.247 ,47.249 ,592.767 ,592.767 ,,606_2022-01-01 13-30-31.mp4.jpeg
337,6529,1152.812,01/01/2022,18:49:41.6,1236.043 ,222.693 ,112,222.693 ,913.999 ,9106.892 ,0.072 ,0.072 ,30.000 ,30.000 ,112.936 ,112.936 ,32.000 ,1096.456 ,1096.456 ,0.000 ,0.000 ,93.008 ,93.008 ,100.268 ,100.268 ,107.287 ,107.287 ,107.287 ,107.287 ,107.287 ,32.866 ,193.329 ,46.721 ,591.364 ,591.364 ,,607_2022-01-01 13-30-31.mp4.jpeg
338,6531,1153.169,01/01/2022,18:49:41.9,1236.400 ,223.183 ,113,223.183 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,112.886 ,112.886 ,32.000 ,1093.442 ,1093.442 ,0.000 ,0.000 ,92.846 ,92.846 ,100.329 ,100.329 ,107.352 ,107.352 ,107.352 ,107.352 ,107.352 ,32.886 ,193.447 ,46.077 ,589.690 ,589.690 ,,608_2022-01-01 13-30-31.mp4.jpeg
339,6533,1153.536,01/01/2022,18:49:42.3,1236.767 ,223.644 ,113,223.644 ,913.999 ,9106.892 ,0.071 ,0.071 ,30.000 ,30.000 ,112.829 ,112.829 ,32.000 ,1089.905 ,1089.905 ,0.000 ,0.000 ,92.655 ,92.655 ,100.381 ,100.381 ,107.408 ,107.408 ,107.408 ,107.408 ,107.408 ,32.903 ,193.549 ,45.347 ,587.725 ,587.725 ,,609_2022-01-01 13-30-31.mp4.jpeg
340,6536,1154.089,01/01/2022,18:49:42.9,1237.319 ,224.266 ,113,224.266 ,913.999 ,9106.892 ,0.069 ,0.069 ,30.000 ,30.000 ,112.726 ,112.726 ,32.000 ,1083.666 ,1083.666 ,0.000 ,0.000 ,92.318 ,92.318 ,100.474 ,100.474 ,107.507 ,107.507 ,107.507 ,107.507 ,107.507 ,32.933 ,193.725 ,44.065 ,584.259 ,584.259 ,,611_2022-01-01 13-30-31.mp4.jpeg
341,6540,1154.812,01/01/2022,18:49:43.6,1238.042 ,224.949 ,114,224.949 ,913.999 ,9106.892 ,0.067 ,0.067 ,30.000 ,30.000 ,112.577 ,112.577 ,32.000 ,1074.650 ,1074.650 ,0.000 ,0.000 ,91.833 ,91.833 ,100.534 ,100.534 ,107.571 ,107.571 ,107.571 ,107.571 ,107.571 ,32.952 ,193.838 ,42.362 ,579.250 ,579.250 ,,613_2022-01-01 13-30-31.mp4.jpeg
342,6542,1155.166,01/01/2022,18:49:43.9,1238.396 ,225.227 ,114,225.227 ,913.999 ,9106.892 ,0.066 ,0.066 ,30.000 ,30.000 ,112.507 ,112.507 ,32.000 ,1070.407 ,1070.407 ,0.000 ,0.000 ,91.604 ,91.604 ,100.545 ,100.545 ,107.583 ,107.583 ,107.583 ,107.583 ,107.583 ,32.956 ,193.859 ,41.569 ,576.893 ,576.893 ,,614_2022-01-01 13-30-31.mp4.jpeg
343,6544,1155.534,01/01/2022,18:49:44.3,1238.764 ,225.476 ,114,225.476 ,913.999 ,9106.892 ,0.065 ,0.065 ,30.000 ,30.000 ,112.436 ,112.436 ,32.000 ,1066.139 ,1066.139 ,0.000 ,0.000 ,91.373 ,91.373 ,100.547 ,100.547 ,107.585 ,107.585 ,107.585 ,107.585 ,107.585 ,32.957 ,193.863 ,40.764 ,574.522 ,574.522 ,,615_2022-01-01 13-30-31.mp4.jpeg
344,6551,1156.804,01/01/2022,18:49:45.6,1240.035 ,226.039 ,115,226.039 ,913.999 ,9106.892 ,0.062 ,0.062 ,30.000 ,30.000 ,112.197 ,112.197 ,32.000 ,1052.222 ,1052.222 ,0.000 ,0.000 ,90.597 ,90.597 ,100.549 ,100.549 ,107.587 ,107.587 ,107.587 ,107.587 ,107.587 ,32.957 ,193.866 ,38.122 ,566.790 ,566.790 ,,619_2022-01-01 13-30-31.mp4.jpeg
345,6553,1157.158,01/01/2022,18:49:45.9,1240.389 ,226.117 ,115,226.117 ,913.999 ,9106.892 ,0.061 ,0.061 ,30.000 ,30.000 ,112.126 ,112.126 ,32.000 ,1048.265 ,1048.265 ,0.000 ,0.000 ,90.369 ,90.369 ,100.554 ,100.554 ,107.593 ,107.593 ,107.593 ,107.593 ,107.593 ,32.959 ,193.876 ,37.347 ,564.592 ,564.592 ,,620_2022-01-01 13-30-31.mp4.jpeg
346,6555,1157.516,01/01/2022,18:49:46.3,1240.746 ,226.162 ,115,226.162 ,913.999 ,9106.892 ,0.061 ,0.061 ,30.000 ,30.000 ,112.053 ,112.053 ,32.000 ,1044.279 ,1044.279 ,0.000 ,0.000 ,90.135 ,90.135 ,100.564 ,100.564 ,107.604 ,107.604 ,107.604 ,107.604 ,107.604 ,32.962 ,193.896 ,36.631 ,562.377 ,562.377 ,,621_2022-01-01 13-30-31.mp4.jpeg
347,6557,1157.879,01/01/2022,18:49:46.6,1241.110 ,226.173 ,115,226.173 ,913.999 ,9106.892 ,0.060 ,0.060 ,30.000 ,30.000 ,111.979 ,111.979 ,32.000 ,1040.235 ,1040.235 ,0.000 ,0.000 ,89.895 ,89.895 ,100.568 ,100.568 ,107.607 ,107.607 ,107.607 ,107.607 ,107.607 ,32.963 ,193.902 ,35.871 ,560.130 ,560.130 ,,622_2022-01-01 13-30-31.mp4.jpeg
348,6564,1159.132,01/01/2022,18:49:47.9,1242.363 ,225.964 ,115,225.964 ,913.999 ,9106.892 ,0.057 ,0.057 ,30.000 ,30.000 ,111.733 ,111.733 ,32.000 ,1027.234 ,1027.234 ,0.000 ,0.000 ,89.106 ,89.106 ,100.547 ,100.547 ,107.585 ,107.585 ,107.585 ,107.585 ,107.585 ,32.956 ,193.862 ,33.416 ,552.908 ,552.908 ,,626_2022-01-01 13-30-31.mp4.jpeg
349,6568,1159.837,01/01/2022,18:49:48.6,1243.068 ,225.680 ,115,225.680 ,913.999 ,9106.892 ,0.056 ,0.056 ,30.000 ,30.000 ,111.594 ,111.594 ,32.000 ,1020.259 ,1020.259 ,0.000 ,0.000 ,88.666 ,88.666 ,100.546 ,100.546 ,107.585 ,107.585 ,107.585 ,107.585 ,107.585 ,32.956 ,193.862 ,32.053 ,549.033 ,549.033 ,,604_2022-01-01 13-30-31.mp4.jpeg
350,6568,1159.837,01/01/2022,18:49:48.6,1243.068 ,225.680 ,115,225.680 ,913.999 ,9106.892 ,0.056 ,0.056 ,30.000 ,30.000 ,111.594 ,111.594 ,32.000 ,1020.259 ,1020.259 ,0.000 ,0.000 ,88.666 ,88.666 ,100.546 ,100.546 ,107.585 ,107.585 ,107.585 ,107.585 ,107.585 ,32.956 ,193.862 ,32.053 ,549.033 ,549.033 ,,628_2022-01-01 13-30-31.mp4.jpeg
351,6572,1160.568,01/01/2022,18:49:49.3,1243.799 ,225.266 ,115,225.266 ,913.999 ,9106.892 ,0.054 ,0.054 ,30.000 ,30.000 ,111.444 ,111.444 ,32.000 ,1012.920 ,1012.920 ,0.000 ,0.000 ,88.189 ,88.189 ,100.553 ,100.553 ,107.592 ,107.592 ,107.592 ,107.592 ,107.592 ,32.959 ,193.874 ,30.646 ,544.955 ,544.955 ,,630_2022-01-01 13-30-31.mp4.jpeg
352,6575,1161.122,01/01/2022,18:49:49.9,1244.353 ,224.879 ,114,224.879 ,913.999 ,9106.892 ,0.053 ,0.053 ,30.000 ,30.000 ,111.331 ,111.331 ,32.000 ,1007.575 ,1007.575 ,0.000 ,0.000 ,87.833 ,87.833 ,100.549 ,100.549 ,107.587 ,107.587 ,107.587 ,107.587 ,107.587 ,32.957 ,193.865 ,29.635 ,541.986 ,541.986 ,,632_2022-01-01 13-30-31.mp4.jpeg
353,6577,1161.478,01/01/2022,18:49:50.2,1244.709 ,224.595 ,114,224.595 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,111.260 ,111.260 ,32.000 ,1004.259 ,1004.259 ,0.000 ,0.000 ,87.609 ,87.609 ,100.542 ,100.542 ,107.580 ,107.580 ,107.580 ,107.580 ,107.580 ,32.955 ,193.852 ,28.995 ,540.144 ,540.144 ,,633_2022-01-01 13-30-31.mp4.jpeg
354,6579,1161.829,01/01/2022,18:49:50.6,1245.060 ,224.290 ,114,224.290 ,913.999 ,9106.892 ,0.052 ,0.052 ,30.000 ,30.000 ,111.191 ,111.191 ,32.000 ,1001.069 ,1001.069 ,0.000 ,0.000 ,87.390 ,87.390 ,100.539 ,100.539 ,107.576 ,107.576 ,107.576 ,107.576 ,107.576 ,32.954 ,193.846 ,28.374 ,538.372 ,538.372 ,,634_2022-01-01 13-30-31.mp4.jpeg
355,6586,1163.085,01/01/2022,18:49:51.9,1246.316 ,222.993 ,114,222.993 ,913.999 ,9106.892 ,0.049 ,0.049 ,30.000 ,30.000 ,110.936 ,110.936 ,32.000 ,989.824 ,989.824 ,0.000 ,0.000 ,86.593 ,86.593 ,100.536 ,100.536 ,107.573 ,107.573 ,107.573 ,107.573 ,107.573 ,32.953 ,193.841 ,26.191 ,532.124 ,532.124 ,,638_2022-01-01 13-30-31.mp4.jpeg
356,6590,1163.813,01/01/2022,18:49:52.6,1247.044 ,222.104 ,113,222.104 ,913.999 ,9106.892 ,0.048 ,0.048 ,30.000 ,30.000 ,110.788 ,110.788 ,32.000 ,983.578 ,983.578 ,0.000 ,0.000 ,86.132 ,86.132 ,100.528 ,100.528 ,107.565 ,107.565 ,107.565 ,107.565 ,107.565 ,32.950 ,193.826 ,24.981 ,528.654 ,528.654 ,,640_2022-01-01 13-30-31.mp4.jpeg
357,6592,1164.165,01/01/2022,18:49:52.9,1247.395 ,221.641 ,113,221.641 ,913.999 ,9106.892 ,0.047 ,0.047 ,30.000 ,30.000 ,110.717 ,110.717 ,32.000 ,980.641 ,980.641 ,0.000 ,0.000 ,85.910 ,85.910 ,100.526 ,100.526 ,107.563 ,107.563 ,107.563 ,107.563 ,107.563 ,32.950 ,193.821 ,24.414 ,527.023 ,527.023 ,,641_2022-01-01 13-30-31.mp4.jpeg
358,6594,1164.521,01/01/2022,18:49:53.3,1247.751 ,221.153 ,113,221.153 ,913.999 ,9106.892 ,0.047 ,0.047 ,30.000 ,30.000 ,110.645 ,110.645 ,32.000 ,977.729 ,977.729 ,0.000 ,0.000 ,85.687 ,85.687 ,100.523 ,100.523 ,107.560 ,107.560 ,107.560 ,107.560 ,107.560 ,32.949 ,193.816 ,23.846 ,525.405 ,525.405 ,,642_2022-01-01 13-30-31.mp4.jpeg
359,6596,1164.871,01/01/2022,18:49:53.6,1248.102 ,220.649 ,113,220.649 ,913.999 ,9106.892 ,0.046 ,0.046 ,30.000 ,30.000 ,110.574 ,110.574 ,32.000 ,974.894 ,974.894 ,0.000 ,0.000 ,85.466 ,85.466 ,100.521 ,100.521 ,107.557 ,107.557 ,107.557 ,107.557 ,107.557 ,32.948 ,193.811 ,23.293 ,523.830 ,523.830 ,,643_2022-01-01 13-30-31.mp4.jpeg
360,6603,1166.155,01/01/2022,18:49:54.9,1249.386 ,218.641 ,112,218.641 ,913.999 ,9106.892 ,0.044 ,0.044 ,30.000 ,30.000 ,110.309 ,110.309 ,32.000 ,964.745 ,964.745 ,0.000 ,0.000 ,84.650 ,84.650 ,100.519 ,100.519 ,107.556 ,107.556 ,107.556 ,107.556 ,107.556 ,32.947 ,193.808 ,21.299 ,518.191 ,518.191 ,,647_2022-01-01 13-30-31.mp4.jpeg
361,6605,1166.518,01/01/2022,18:49:55.3,1249.749 ,218.025 ,111,218.025 ,913.999 ,9106.892 ,0.043 ,0.043 ,30.000 ,30.000 ,110.234 ,110.234 ,32.000 ,962.030 ,962.030 ,0.000 ,0.000 ,84.423 ,84.423 ,100.512 ,100.512 ,107.548 ,107.548 ,107.548 ,107.548 ,107.548 ,32.945 ,193.794 ,20.772 ,516.683 ,516.683 ,,648_2022-01-01 13-30-31.mp4.jpeg
362,6612,1167.799,01/01/2022,18:49:56.6,1251.030 ,215.710 ,110,215.710 ,913.999 ,9106.892 ,0.042 ,0.042 ,30.000 ,30.000 ,109.988 ,109.988 ,32.000 ,953.357 ,953.357 ,0.000 ,0.000 ,83.669 ,83.669 ,100.472 ,100.472 ,107.505 ,107.505 ,107.505 ,107.505 ,107.505 ,32.932 ,193.715 ,19.078 ,511.865 ,511.865 ,,652_2022-01-01 13-30-31.mp4.jpeg
